Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"63545","1","2019-11-21 15:15:13","1","33","<machine-learning><optimization><unsupervised-learning><loss-function>","0",""
"63549","1","2019-11-21 15:28:26","2","11","<machine-learning><nlp><natural-language-process><nlg>","0","1"
"63552","1","2019-11-21 15:50:47","1","15","<python><nlp><text-mining><information-retrieval>","0",""
"63554","1","2019-11-21 16:19:05","0","1894","<python><scikit-learn>","1",""
"63555","1","2019-11-21 16:59:51","1","127","<probability><class-imbalance><sampling><smote><probability-calibration>","1",""
"63556","1","2019-11-21 17:09:37","0","414","<pandas>","1",""
"63558","1","2019-11-21 17:31:50","5","276","<classification><feature-engineering><non-parametric><anova>","3","3"
"63563","1","2019-11-21 19:09:12","2","71","<classification><r><random-forest>","3",""
"63568","1","2019-11-22 00:52:00","0","15","<clustering>","1","1"
"63571","1","2019-11-22 03:00:42","0","245","<keras><tensorflow>","1",""
"63573","1","2019-11-22 04:29:10","1","56","<machine-learning><unbalanced-classes><smote>","1",""
"63575","1","2019-11-22 05:10:48","1","365","<neural-network><cnn><reinforcement-learning>","1","1"
"63576","1","2019-11-22 05:12:52","0","15","<lda><gensim>","0",""
"63577","1","2019-11-22 05:34:08","0","17","<deep-learning><cnn><image-classification>","0","1"
"63580","1","2019-11-22 06:41:50","1","76","<machine-learning><feature-selection><preprocessing><data-science-model><model-selection>","2",""
"63583","1","2019-11-22 07:03:41","1","15","<data-cleaning><feature-engineering><preprocessing><outlier>","0",""
"63586","1","2019-11-22 08:39:49","1","73","<activation-function><gaussian><neural>","1","1"
"63587","1","2019-11-22 08:58:10","0","20","<machine-learning><reinforcement-learning><q-learning>","0","1"
"55212","1","2019-07-07 11:46:48","2","1395","<deep-learning><convolution><object-detection>","1",""
"55213","1","2019-07-07 12:14:51","2","40","<python><pandas><numpy>","1",""
"55215","1","2019-07-07 12:33:05","4","1544","<python><keras><tensorflow><loss-function>","2",""
"55220","1","2019-07-07 14:34:47","0","39","<clustering><image-classification><supervised-learning><multilabel-classification><semi-supervised-learning>","1",""
"55221","1","2019-07-07 14:35:21","1","206","<svm><naive-bayes-classifier>","1","2"
"55225","1","2019-07-07 16:31:48","2","58","<time-series>","1",""
"55226","1","2019-07-07 16:33:00","0","32","<neural-network><data-science-model>","1",""
"55229","1","2019-07-07 17:32:02","1","84","<machine-learning><deep-learning><keras><cnn><lstm>","1",""
"55232","1","2019-07-07 18:46:54","0","392","<python><random-forest><ai>","2",""
"55233","1","2019-07-07 18:47:10","1","215","<deep-learning><dataset><sentiment-analysis><multitask-learning>","1",""
"55237","1","2019-07-07 21:44:09","0","17","<time-series>","1",""
"55239","1","2019-07-07 23:15:14","0","15","<neural-network><backpropagation>","1",""
"55240","1","2019-07-08 00:36:31","-1","54","<data-mining><data><feature-extraction>","1",""
"55243","1","2019-07-08 02:16:10","2","24","<machine-learning><neural-network><reinforcement-learning><preprocessing><game>","0","1"
"55244","1","2019-07-08 03:01:25","1","51","<python><pandas><numpy><dataframe>","1",""
"55245","1","2019-07-08 03:19:19","0","36","<python><neural-network><keras><convnet>","0",""
"55247","1","2019-07-08 05:31:28","1","116","<data-mining><dataset><text-mining><data><text>","1",""
"55261","1","2019-07-08 08:34:47","1","810","<xgboost>","3",""
"55264","1","2019-07-08 09:02:07","0","551","<machine-learning><data-mining><predictive-modeling><recommender-system>","1",""
"55265","1","2019-07-08 09:38:01","1","63","<neural-network><deep-learning><keras><tensorflow><unbalanced-classes>","1","1"
"55267","1","2019-07-08 09:47:06","0","42","<python><logistic-regression><pytorch>","1",""
"55273","1","2019-07-08 10:24:31","2","303","<keras><time-series><lstm><normalization>","1","2"
"55284","1","2019-07-08 13:36:39","0","20","<predictive-modeling><supervised-learning>","0",""
"55288","1","2019-07-08 14:39:38","1","61","<naive-bayes-classifier>","1",""
"55291","1","2019-07-08 15:27:14","1","14","<machine-learning><classification>","1",""
"55293","1","2019-07-08 16:33:03","0","242","<deep-learning><tensorflow><cnn>","1",""
"55294","1","2019-07-08 16:36:30","0","1062","<machine-learning><python><neural-network><keras><scikit-learn>","1",""
"55301","1","2019-07-08 18:25:51","4","243","<machine-learning><statistics><variance>","1","1"
"55303","1","2019-07-08 19:48:21","1","94","<classification><time-series><random-forest><training>","2","1"
"55306","1","2019-07-08 20:22:14","1","489","<deep-learning><similarity><autoencoder>","1",""
"44996","1","2019-02-03 14:23:41","1","490","<matlab><image-preprocessing>","0",""
"44999","1","2019-02-03 16:29:55","1","101","<python><numpy><scipy><matrix>","1",""
"45001","1","2019-02-03 17:27:30","0","47","<r><data-imputation>","1",""
"45003","1","2019-02-03 19:47:09","-1","501","<dataset><image-classification>","1",""
"45004","1","2019-02-03 20:15:48","1","99","<machine-learning><classification><data-mining><xgboost><prediction>","2",""
"45008","1","2019-02-04 00:12:21","1","19","<visualization><svm><supervised-learning>","0",""
"45011","1","2019-02-04 01:02:42","0","136","<pandas>","1",""
"45015","1","2019-02-04 03:44:27","4","1534","<neural-network><deep-learning><tensorflow>","1","2"
"45018","1","2019-02-04 05:48:02","1","157","<random-forest><multiclass-classification><unbalanced-classes><sampling>","0",""
"45019","1","2019-02-04 05:55:38","2","159","<tensorflow><pytorch>","0","1"
"45023","1","2019-02-04 09:05:24","1","72","<nlp><natural-language-process>","0","1"
"45027","1","2019-02-04 11:03:58","1","273","<deep-learning><cnn><convolution>","0","2"
"45028","1","2019-02-04 11:18:01","4","641","<scikit-learn><logistic-regression>","1",""
"45033","1","2019-02-04 12:10:56","3","546","<natural-language-process>","2",""
"45036","1","2019-02-04 13:39:51","0","59","<deep-learning><lstm>","1",""
"45039","1","2019-02-04 14:46:24","5","406","<deep-learning><cnn><training><gan>","2","2"
"45041","1","2019-02-04 16:08:30","0","925","<machine-learning><python><classification><scikit-learn>","1",""
"45046","1","2019-02-04 16:32:21","7","2469","<machine-learning><scikit-learn><cross-validation><sampling><class-imbalance>","1","2"
"45052","1","2019-02-04 21:25:49","1","23","<autoencoder><hyperparameter><generative-models><hyperparameter-tuning>","0",""
"45054","1","2019-02-04 22:45:45","0","1403","<scikit-learn><outlier>","3",""
"45057","1","2019-02-05 01:21:37","0","49","<reinforcement-learning><policy-gradients><actor-critic>","2",""
"45061","1","2019-02-05 03:04:19","1","51","<machine-learning><time-series><clustering><similarity>","0",""
"45067","1","2019-02-05 06:11:55","1","114","<machine-learning><python><naive-bayes-classifier><tfidf>","0",""
"45068","1","2019-02-05 06:35:04","2","212","<machine-learning><neural-network><deep-learning><supervised-learning><performance>","0",""
"45070","1","2019-02-05 07:28:04","4","110","<neural-network><lstm><recurrent-neural-net>","0","1"
"45074","1","2019-02-05 10:02:16","2","6547","<python><pandas>","2",""
"45075","1","2019-02-05 10:02:24","1","6047","<python><pandas>","1",""
"45083","1","2019-02-05 11:20:29","1","538","<r><dataframe><programming><dplyr>","1",""
"45084","1","2019-02-05 11:57:00","1","105","<loss-function>","1",""
"45086","1","2019-02-05 12:03:37","2","345","<keras><tensorflow>","1",""
"45089","1","2019-02-05 12:44:40","1","135","<pandas>","4",""
"45093","1","2019-02-05 14:00:29","1","29","<neural-network><deep-learning><keras><tensorflow>","0",""
"45098","1","2019-02-05 15:06:04","1","26","<neural-network><training>","0",""
"45102","1","2019-02-05 15:45:10","3","177","<python><pandas><numpy><jupyter>","1",""
"45103","1","2019-02-05 16:19:07","2","64","<neural-network><deep-learning>","2","0"
"45104","1","2019-02-05 16:19:40","0","325","<tensorflow>","1",""
"45107","1","2019-02-05 16:44:46","1","21","<predictive-modeling>","0","1"
"45114","1","2019-02-05 18:48:48","1","32","<predictive-modeling><unsupervised-learning><supervised-learning>","1",""
"45116","1","2019-02-05 19:36:40","1","396","<neural-network><tensorflow><object-detection>","0",""
"45117","1","2019-02-05 19:37:02","1","378","<python><neural-network><rnn><pytorch>","0",""
"45118","1","2019-02-05 20:38:56","4","10067","<python><r>","1",""
"63588","1","2019-11-22 09:34:47","2","50","<python><feature-scaling>","1","1"
"63590","1","2019-11-22 10:13:21","0","33","<nlp><tfidf>","3",""
"63591","1","2019-11-22 10:26:00","0","31","<python><classification><scikit-learn><text-mining><naive-bayes-classifier>","1",""
"63592","1","2019-11-22 10:41:39","0","34","<r><data-cleaning><linear-regression><missing-data>","0",""
"63596","1","2019-11-22 11:36:33","1","14","<classification><noise>","0",""
"63599","1","2019-11-22 12:23:15","1","14","<deep-learning><labels><image-segmentation>","1",""
"63600","1","2019-11-22 12:39:27","4","39","<machine-learning><deep-learning><nlp>","1",""
"63609","1","2019-11-22 14:45:57","0","137","<python><tensorflow><gpu>","1",""
"63610","1","2019-11-22 14:49:04","1","105","<tableau><heatmap>","1",""
"63613","1","2019-11-22 15:28:45","0","16","<time-series><predictive-modeling><forecasting>","0",""
"63615","1","2019-11-22 15:36:23","0","35","<machine-learning><python><neural-network><data-science-model><ai>","2",""
"63616","1","2019-11-22 15:54:01","0","15","<machine-learning><neural-network>","0",""
"63617","1","2019-11-22 16:04:32","1","24","<sql><web-scraping><python-3.x>","1",""
"63619","1","2019-11-22 16:46:48","0","29","<python><classification><keras><convolution>","0",""
"63620","1","2019-11-22 17:08:29","0","11","<python><keras><reinforcement-learning>","0",""
"63623","1","2019-11-22 19:46:06","1","30","<machine-learning><logistic-regression><genetic-algorithms>","2",""
"63624","1","2019-11-22 20:05:58","1","29","<machine-learning><data-science-model>","0","0"
"63625","1","2019-11-22 21:42:04","0","42","<time-series><multiclass-classification>","0",""
"63628","1","2019-11-22 23:37:59","2","13","<machine-learning><anomaly-detection>","1",""
"63637","1","2019-11-23 10:40:09","2","33","<classification><text-mining><naive-bayes-classifier><classifier>","1",""
"63638","1","2019-11-23 11:52:58","0","28","<orange>","0",""
"63639","1","2019-11-23 12:39:49","1","1872","<python>","3",""
"63644","1","2019-11-23 15:11:14","0","88","<scikit-learn><feature-selection><sequential-pattern-mining>","1",""
"63647","1","2019-11-23 16:51:22","0","49","<machine-learning>","2",""
"63648","1","2019-11-23 17:00:42","1","28","<machine-learning><r><prediction><unsupervised-learning><rstudio>","0",""
"63650","1","2019-11-23 18:36:14","2","38","<python><statistics><numpy><scipy>","0",""
"63651","1","2019-11-23 19:25:54","0","17","<machine-learning><optimization>","1",""
"63652","1","2019-11-23 20:55:06","0","751","<python><pandas><dataframe>","2",""
"63656","1","2019-11-23 23:58:37","1","71","<pytorch><gan>","0",""
"63657","1","2019-11-24 00:39:44","1","21","<unbalanced-classes><weighted-data>","1",""
"63658","1","2019-11-24 00:47:29","0","60","<categorical-data><encoding>","2",""
"63667","1","2019-11-24 05:11:41","1","1148","<python><recommender-system><ndcg>","1",""
"63672","1","2019-11-24 07:25:19","0","359","<classification><data-mining><weka>","1",""
"63676","1","2019-11-24 09:34:10","0","14","<machine-learning><dataset><image-recognition>","1",""
"63677","1","2019-11-24 09:53:52","0","8","<time-series><recommender-system>","0",""
"63678","1","2019-11-24 09:57:55","2","69","<clustering><feature-engineering>","3",""
"63680","1","2019-11-24 10:38:21","0","646","<machine-learning><encoding><one-shot-learning>","2",""
"63682","1","2019-11-24 11:16:43","0","31","<pandas><numpy>","0",""
"63683","1","2019-11-24 12:09:22","0","18","<deep-learning><tensorflow><cosine-distance>","1",""
"63684","1","2019-11-24 12:44:31","1","27","<matlab><genetic-algorithms><convergence><genetic-programming>","1",""
"63687","1","2019-11-24 15:38:18","-1","119","<python><pandas><association-rules>","1","0"
"63691","1","2019-11-24 18:40:26","0","9","<r><plotting><confusion-matrix>","0",""
"63692","1","2019-11-24 18:58:42","1","54","<multiclass-classification><multilabel-classification><accuracy>","2",""
"63695","1","2019-11-24 20:27:31","1","782","<clustering><outlier>","2",""
"63697","1","2019-11-24 20:39:54","1","282","<clustering><k-means>","1",""
"63699","1","2019-11-24 22:06:38","1","311","<python><classification><cnn><svm>","4","1"
"63701","1","2019-11-25 00:00:28","1","62","<machine-learning><classification><scikit-learn><cross-validation><matlab>","0",""
"55312","1","2019-07-08 21:15:45","1","136","<keras><tensorflow>","2",""
"55317","1","2019-07-08 22:59:07","2","80","<r><pca><dimensionality-reduction>","1",""
"55323","1","2019-07-09 03:20:21","0","38","<machine-learning><deep-learning>","2",""
"55325","1","2019-07-09 03:30:22","1","48","<python><scikit-learn><cross-validation>","2",""
"55331","1","2019-07-09 06:40:26","0","289","<machine-learning><python><scikit-learn><correlation><scipy>","1",""
"55333","1","2019-07-09 06:52:10","1","148","<machine-learning><deep-learning><pytorch><dropout>","1","1"
"55334","1","2019-07-09 06:54:53","1","44","<machine-learning><data><machine-learning-model><pca>","2",""
"55341","1","2019-07-09 08:33:59","1","139","<feature-engineering><databases>","2",""
"55345","1","2019-07-09 09:14:21","0","39","<classification><beginner>","2",""
"55347","1","2019-07-09 09:23:37","2","258","<python><pandas><forecast>","1",""
"55348","1","2019-07-09 09:31:03","0","37","<neural-network><deep-learning><keras><cnn>","1",""
"55350","1","2019-07-09 10:10:46","2","546","<visualization><matplotlib><seaborn>","1","1"
"55352","1","2019-07-09 10:14:27","0","836","<machine-learning><backpropagation><parameter>","1",""
"55359","1","2019-07-09 11:18:53","2","733","<performance><labels>","2","1"
"55368","1","2019-07-09 13:41:56","1","62","<logistic-regression><categorical-data><similarity>","0",""
"55370","1","2019-07-09 14:40:41","1","59","<machine-learning><python><reinforcement-learning><recurrent-neural-net>","1",""
"55371","1","2019-07-09 14:46:50","1","32","<machine-learning><sampling><methodology>","0","1"
"55372","1","2019-07-09 14:48:55","1","59","<neural-network><training><backpropagation>","1",""
"55374","1","2019-07-09 15:36:38","2","180","<machine-learning><dataset><training>","2",""
"55378","1","2019-07-09 16:22:00","1","51","<keras><cnn><image-recognition>","2",""
"55379","1","2019-07-09 16:22:41","-2","179","<regression>","3",""
"55388","1","2019-07-09 19:17:21","3","437","<keras><regression><xgboost><loss-function>","2","1"
"55390","1","2019-07-09 19:40:40","1","37","<machine-learning><scikit-learn><random-forest><data-science-model>","1","0"
"55396","1","2019-07-10 01:38:04","0","61","<machine-learning><cnn><data-augmentation>","1",""
"55397","1","2019-07-10 02:34:22","0","20","<machine-learning><regression><random-forest>","1",""
"55398","1","2019-07-10 02:46:26","0","133","<scikit-learn><clustering>","0",""
"55399","1","2019-07-10 03:36:20","2","83","<machine-learning><nlp><lstm><word-embeddings><named-entity-recognition>","1",""
"55400","1","2019-07-10 05:24:25","1","161","<lstm>","1",""
"55402","1","2019-07-10 06:24:42","0","2047","<machine-learning><deep-learning><convnet><convolution>","2",""
"55404","1","2019-07-10 06:59:30","1","229","<machine-learning><python><cross-validation><smote>","0",""
"55405","1","2019-07-10 07:13:13","0","34","<python><topic-model>","0",""
"55406","1","2019-07-10 07:21:40","1","44","<cnn><audio-recognition>","1",""
"55409","1","2019-07-10 08:11:43","1","100","<machine-learning><deep-learning><perceptron>","1",""
"55413","1","2019-07-10 09:08:31","1","47","<pca><dimensionality-reduction><linear-algebra>","1","1"
"55415","1","2019-07-10 09:45:37","2","508","<python><visualization><seaborn>","1",""
"55419","1","2019-07-10 10:31:23","1","386","<k-nn>","1","0"
"55424","1","2019-07-10 10:57:12","1","60","<cnn><faster-rcnn>","1","1"
"55426","1","2019-07-10 11:24:58","1","56","<k-nn>","1",""
"45119","1","2019-02-05 20:55:27","1","27","<classification>","1",""
"45121","1","2019-02-05 20:57:25","2","66","<machine-learning><python><r><machine-learning-model><azure-ml>","1",""
"45124","1","2019-02-05 21:52:45","6","1579","<python><pytorch>","2","1"
"45128","1","2019-02-06 03:26:47","2","187","<machine-learning><sampling>","1",""
"45129","1","2019-02-06 03:57:30","1","2312","<python><time-series><lstm><matlab>","1",""
"45133","1","2019-02-06 05:13:53","1","118","<python><data-mining><data-cleaning>","2",""
"45136","1","2019-02-06 05:55:24","1","19","<python><data-mining><data-cleaning>","1",""
"45137","1","2019-02-06 06:31:51","1","114","<machine-learning><time-series><correlation><similarity>","1",""
"45139","1","2019-02-06 07:31:29","0","37","<python><map-reduce>","1",""
"45143","1","2019-02-06 08:36:38","1","36","<nlp><naive-bayes-classifier><ngrams>","0",""
"45144","1","2019-02-06 08:56:45","1","1169","<machine-learning><pandas><pyspark>","2",""
"45148","1","2019-02-06 09:24:17","2","2970","<r><data-mining><dataset><dplyr>","1",""
"45149","1","2019-02-06 09:37:59","2","597","<nlp><sentiment-analysis>","1",""
"45151","1","2019-02-06 10:14:49","0","40","<python><data-mining><data-cleaning>","1",""
"45153","1","2019-02-06 10:37:31","1","39","<machine-learning>","1",""
"45154","1","2019-02-06 10:40:51","1","709","<tensorflow><lstm><rnn><data-science-model>","0",""
"45156","1","2019-02-06 10:58:20","2","2337","<python><data-mining><text-mining><data-cleaning>","2",""
"45157","1","2019-02-06 10:58:23","1","25","<data><preprocessing>","0",""
"45158","1","2019-02-06 11:01:01","1","99","<text-mining><orange>","0",""
"45163","1","2019-02-06 12:31:40","2","1316","<python><nlp><class-imbalance><imbalanced-learn>","3",""
"45165","1","2019-02-06 13:29:24","32","61867","<machine-learning><neural-network><deep-learning><classification><keras>","5","6"
"45168","1","2019-02-06 13:57:33","2","63","<deep-learning><classification><cnn><computer-vision><image-preprocessing>","0","2"
"45169","1","2019-02-06 14:23:36","2","18","<data-mining><machine-learning-model>","0",""
"45170","1","2019-02-06 14:31:11","1","29","<r>","1",""
"45174","1","2019-02-06 15:51:53","4","6040","<machine-learning><scikit-learn><multilabel-classification>","3","2"
"45176","1","2019-02-06 16:50:59","1","35","<python><optimization>","1",""
"45177","1","2019-02-06 16:51:27","1","925","<tensorflow>","1",""
"45178","1","2019-02-06 17:24:27","1","30","<beginner><education>","1",""
"45179","1","2019-02-06 17:26:20","1","41","<python><keras><tensorflow>","1",""
"45180","1","2019-02-06 17:37:49","6","99","<feature-selection><random-forest><decision-trees><predictor-importance>","1","1"
"45183","1","2019-02-06 18:56:27","2","181","<nlp><recommender-system><word-embeddings>","1",""
"45184","1","2019-02-06 19:24:17","2","24","<dataset>","1",""
"45189","1","2019-02-06 22:44:04","1","10","<time-series>","0",""
"45190","1","2019-02-07 04:49:52","1","39","<natural-language-process><language-model>","0",""
"45197","1","2019-02-07 08:37:05","1","69","<machine-learning><deep-learning><supervised-learning>","1",""
"45200","1","2019-02-07 09:06:03","1","36","<machine-learning><neural-network><cnn>","1",""
"45202","1","2019-02-07 09:46:19","2","61","<predictive-modeling><model-selection><evaluation><scoring>","1",""
"45203","1","2019-02-07 09:53:25","1","46","<r><data-mining><visualization><ggplot2>","1",""
"45204","1","2019-02-07 09:56:54","1","56","<nlp>","0",""
"63705","1","2019-11-25 00:42:20","1","178","<machine-learning><deep-learning><reinforcement-learning><implementation><actor-critic>","0",""
"63709","1","2019-11-25 04:52:11","0","125","<keras><lstm><python-3.x>","0",""
"63715","1","2019-11-25 07:12:54","0","49","<classification><data-mining><weka>","0",""
"63717","1","2019-11-25 07:53:39","0","309","<cross-validation><feature-scaling>","2",""
"63718","1","2019-11-25 08:18:49","-1","26","<bigdata><twitter>","1",""
"63721","1","2019-11-25 09:26:47","-1","154","<machine-learning><dataset><supervised-learning><finance>","2",""
"63722","1","2019-11-25 09:27:34","0","90","<machine-learning><deep-learning><cnn>","2",""
"63731","1","2019-11-25 11:29:15","0","36","<classification><nlp><transfer-learning><language-model>","1",""
"63733","1","2019-11-25 12:19:12","0","164","<machine-learning><unbalanced-classes><descriptive-statistics>","4",""
"63735","1","2019-11-25 12:31:03","0","13","<reinforcement-learning><dqn><ai><actor-critic><keras-rl>","0",""
"63738","1","2019-11-25 13:01:54","1","696","<tensorflow><pytorch><reference-request>","1",""
"63743","1","2019-11-25 14:32:21","0","39","<dataset><rnn><normalization><feature-scaling>","1",""
"63746","1","2019-11-25 15:13:00","3","428","<machine-learning><deep-learning><nlp><word-embeddings><bert>","1","1"
"63747","1","2019-11-25 15:18:35","0","31","<machine-learning><neural-network><deep-learning>","0",""
"63748","1","2019-11-25 15:34:09","3","49","<clustering><unsupervised-learning>","1",""
"63749","1","2019-11-25 15:36:36","10","456","<machine-learning><feature-engineering><categorical-data><encoding>","1","2"
"63757","1","2019-11-25 21:40:59","0","12","<machine-learning><dataset>","0",""
"63758","1","2019-11-25 22:07:16","0","1075","<tensorflow>","1",""
"63761","1","2019-11-25 23:50:31","2","56","<text><ranking><tfidf>","1","1"
"63762","1","2019-11-26 00:42:54","4","490","<machine-learning><python><xgboost><data-science-model><ensemble-modeling>","2",""
"63763","1","2019-11-26 01:11:54","1","18","<neural-network><nlp><natural-language-process>","0",""
"63765","1","2019-11-26 02:19:14","0","450","<machine-learning><python><pytorch>","1",""
"63766","1","2019-11-26 04:29:11","0","14","<machine-learning><deep-learning><text-mining><gan><text-generation>","0",""
"63769","1","2019-11-26 06:34:57","2","35","<machine-learning><neural-network><linear-algebra>","1",""
"63776","1","2019-11-26 08:23:06","0","26","<python><etl>","0",""
"63777","1","2019-11-26 08:23:49","0","13","<keras><tensorflow><nlp><attention-mechanism><nlg>","0",""
"63778","1","2019-11-26 08:38:33","0","237","<machine-learning><python><logistic-regression><python-3.x>","0",""
"63780","1","2019-11-26 09:48:10","0","7","<neural-network><keras>","0",""
"63781","1","2019-11-26 09:57:12","1","32","<keras><lstm><rnn><sequence-to-sequence>","0",""
"63782","1","2019-11-26 10:06:48","0","13","<deep-learning><cnn><convnet><computer-vision><convolution>","0",""
"63785","1","2019-11-26 10:21:56","1","183","<machine-learning><data><preprocessing><data-science-model><dummy-variables>","3",""
"63786","1","2019-11-26 10:26:13","1","34","<reinforcement-learning><ai><actor-critic><keras-rl><discounted-reward>","1",""
"63787","1","2019-11-26 10:30:11","3","242","<word-embeddings><databases><bert><semantic-similarity>","3","1"
"63788","1","2019-11-26 10:41:41","1","177","<python><time-series><regression><implementation>","1",""
"63790","1","2019-11-26 11:51:39","1","56","<nlp><named-entity-recognition>","1",""
"63797","1","2019-11-26 13:31:12","0","22","<machine-learning><neural-network><gradient-descent><matlab>","0",""
"63798","1","2019-11-26 13:41:16","0","29","<optimization>","0",""
"55428","1","2019-07-10 12:05:53","1","29","<machine-learning><neural-network><statistics>","0",""
"55429","1","2019-07-10 12:11:51","0","95","<distance><manhattan>","4",""
"55435","1","2019-07-10 13:35:42","3","809","<python><visualization><seaborn>","2",""
"55441","1","2019-07-10 14:39:39","0","108","<python><scikit-learn><clustering><similarity><distance>","0",""
"55445","1","2019-07-10 15:12:31","2","42","<python><similar-documents>","1","2"
"55448","1","2019-07-10 15:54:23","3","68","<machine-learning><classification><feature-engineering><correlation><model-selection>","1","1"
"55449","1","2019-07-10 15:54:52","2","57","<scikit-learn><decision-trees>","1","1"
"55450","1","2019-07-10 16:48:45","0","23","<machine-learning><predictive-modeling><feature-selection>","1",""
"55451","1","2019-07-10 17:02:19","1","83","<python><scikit-learn><pca>","1",""
"55457","1","2019-07-10 18:10:17","1","149","<machine-learning><neural-network><lstm><feature-engineering><feature-scaling>","1","1"
"55458","1","2019-07-10 19:19:15","1","1783","<data-science-model><dataframe><pyspark><serialisation>","1","1"
"55463","1","2019-07-10 21:11:08","2","205","<neural-network><deep-learning><pytorch><softmax>","1",""
"55464","1","2019-07-10 21:37:42","1","63","<machine-learning><neural-network><deep-learning>","2",""
"55471","1","2019-07-10 23:37:44","1","52","<scikit-learn><feature-selection><random-forest><xgboost>","0",""
"55472","1","2019-07-11 00:57:44","1","62","<machine-learning><deep-learning><time-series>","0",""
"55475","1","2019-07-08 15:42:43","2","221","<deep-learning><computer-vision><object-detection>","0",""
"55476","1","2019-07-11 04:15:55","1","55","<machine-learning><data-mining><recommender-system><learning-to-rank>","0",""
"55480","1","2019-07-11 05:47:38","3","295","<machine-learning><neural-network><deep-learning><cnn><yolo>","3","1"
"55483","1","2019-07-11 06:34:32","0","304","<pytorch>","1",""
"55485","1","2019-07-11 07:16:35","2","1387","<machine-learning><python><pandas><lstm>","2",""
"55486","1","2019-07-11 07:26:46","2","393","<machine-learning><neural-network><deep-learning><keras><cnn>","1",""
"55490","1","2019-07-11 08:05:28","0","460","<machine-learning-model><transfer-learning><audio-recognition><vgg16>","1",""
"55494","1","2019-07-11 10:11:21","0","67","<neural-network><tensorflow><regression>","1",""
"55503","1","2019-07-11 13:36:20","2","386","<python><data-mining><visualization>","3",""
"55507","1","2019-07-11 14:23:44","1","24","<feature-engineering>","1",""
"45208","1","2019-02-07 10:14:38","1","436","<keras><scikit-learn><cross-validation><class-imbalance>","2",""
"45211","1","2019-02-07 10:47:30","2","52","<machine-learning><regression><statistics><logistic-regression>","1",""
"45214","1","2019-02-07 12:37:57","2","107","<dataset><training>","1",""
"45216","1","2019-02-07 12:46:53","1","34","<time-series><lstm><rnn><sequence-to-sequence><stacked-lstm>","0",""
"45220","1","2019-02-07 15:37:42","-1","91","<machine-learning><clustering><similarity><pca><dimensionality-reduction>","2",""
"45221","1","2019-02-07 15:48:51","2","29","<training><labels><binary><classifier>","0",""
"45223","1","2019-02-07 16:10:54","1","57","<machine-learning><ensemble-modeling>","2",""
"45224","1","2019-02-07 18:00:45","1","219","<python><keras>","0","1"
"45228","1","2019-02-07 18:47:25","1","1687","<machine-learning><keras><time-series><lstm>","1","1"
"45230","1","2019-02-07 18:59:38","1","91","<machine-learning><classification><svm><fuzzy-logic>","0",""
"45231","1","2019-02-07 19:32:24","1","208","<time-series><clustering>","1",""
"45236","1","2019-02-07 23:23:03","3","498","<statistics><distribution><excel><churn>","3",""
"45237","1","2019-02-07 23:53:36","1","18","<colab>","0",""
"45238","1","2019-02-08 02:51:26","3","488","<naive-bayes-classifier><missing-data>","2",""
"45239","1","2019-02-08 04:13:36","1","3492","<python><regression>","1",""
"45240","1","2019-02-08 04:34:06","1","49","<neural-network><cnn><transfer-learning><neural>","1",""
"45243","1","2019-02-08 06:09:06","4","97","<machine-learning><neural-network><reinforcement-learning>","2","1"
"45246","1","2019-02-08 08:49:04","1","1715","<neural-network><deep-learning><keras><tensorflow><convnet>","1",""
"45251","1","2019-02-08 09:37:25","1","155","<classification><scikit-learn><data-mining><text-mining><word2vec>","1",""
"45254","1","2019-02-08 09:47:49","3","103","<data-mining><time-series><predictive-modeling><statistics><prediction>","1","1"
"45255","1","2019-02-08 10:14:25","3","895","<naive-bayes-classifier><outlier><bayesian>","2","1"
"45256","1","2019-02-08 10:29:29","0","1190","<machine-learning><regression><statistics>","1",""
"45263","1","2019-02-08 12:46:10","0","101","<machine-learning><feature-selection><feature-extraction><feature-engineering><machine-learning-model>","1",""
"45276","1","2019-02-08 17:36:13","2","438","<machine-learning><python><deep-learning><tensorflow>","1",""
"45277","1","2019-02-08 18:30:04","1","90","<pandas>","0",""
"45279","1","2019-02-08 19:31:01","2","27","<classification><accuracy><metric>","2",""
"45281","1","2019-02-08 21:23:21","1","4253","<machine-learning><neural-network><deep-learning><keras>","2",""
"45282","1","2019-02-08 22:09:13","2","4425","<cnn>","1","3"
"45284","1","2019-02-08 23:04:18","1","241","<machine-learning><feature-engineering>","1",""
"45285","1","2019-02-09 00:14:07","5","998","<neural-network><regression><logistic-regression><loss-function><probability>","1","2"
"45286","1","2019-02-09 00:20:54","1","34","<neural-network><feature-engineering><gradient-descent>","1",""
"45287","1","2019-02-09 01:48:15","1","17","<machine-learning><classification><data-mining><decision-trees><scoring>","0","1"
"45288","1","2019-02-09 03:49:28","1","71","<machine-learning><rbm>","1",""
"45289","1","2019-02-09 04:53:37","1","157","<python>","2","1"
"45291","1","2019-02-09 07:23:35","0","64","<clustering>","1",""
"45292","1","2019-02-09 07:27:55","1","184","<machine-learning><neural-network><image-classification><image-recognition>","2","1"
"45293","1","2019-02-09 07:39:51","3","339","<python><time-series>","2","1"
"45298","1","2019-02-09 09:44:36","1","35","<excel>","0",""
"45300","1","2019-02-09 09:50:29","1","502","<python><neural-network><rnn><feature-construction>","1",""
